model,model_display,train_set,synthetic_ratio,test_set,label_scope,precision_micro,recall_micro,f1_micro,tp,fp,fn,job_id,log_path,result_path,model_dirs
xlm_roberta_large,XLM-R large,mix_syn025,0.25,kdpii,full19,0.9701,0.9481,0.959,1297,40,71,eval__xlm_roberta_large__mix_syn025__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn025__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn025_to_kdpii_full19_20260717_132740.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn025/seed42
xlm_roberta_large,XLM-R large,mix_syn025,0.25,synthetic,common18,0.9907,0.9385,0.9639,6105,57,400,eval__xlm_roberta_large__mix_syn025__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn025__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn025_to_synthetic_common18_20260717_132553.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn025/seed42
xlm_roberta_large,XLM-R large,mix_syn025,0.25,synthetic,full19,0.9907,0.9385,0.9639,6105,57,400,eval__xlm_roberta_large__mix_syn025__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn025__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn025_to_synthetic_full19_20260717_132515.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn025/seed42
xlm_roberta_large,XLM-R large,mix_syn050,0.5,combined,common18,0.9862,0.9448,0.9651,7430,104,434,eval__xlm_roberta_large__mix_syn050__combined__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn050__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn050_to_combined_common18_20260717_142800.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn050/seed42
xlm_roberta_large,XLM-R large,mix_syn050,0.5,combined,full19,0.9862,0.9449,0.9651,7439,104,434,eval__xlm_roberta_large__mix_syn050__combined__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn050__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn050_to_combined_full19_20260717_142715.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn050/seed42
xlm_roberta_large,XLM-R large,mix_syn050,0.5,kdpii,common18,0.9622,0.9558,0.959,1299,51,60,eval__xlm_roberta_large__mix_syn050__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn050__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn050_to_kdpii_common18_20260717_142832.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn050/seed42
xlm_roberta_large,XLM-R large,mix_syn050,0.5,kdpii,full19,0.9625,0.9561,0.9593,1308,51,60,eval__xlm_roberta_large__mix_syn050__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn050__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn050_to_kdpii_full19_20260717_142816.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn050/seed42
xlm_roberta_large,XLM-R large,mix_syn050,0.5,synthetic,common18,0.9914,0.9425,0.9663,6131,53,374,eval__xlm_roberta_large__mix_syn050__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn050__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn050_to_synthetic_common18_20260717_142629.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn050/seed42
xlm_roberta_large,XLM-R large,mix_syn050,0.5,synthetic,full19,0.9914,0.9425,0.9663,6131,53,374,eval__xlm_roberta_large__mix_syn050__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn050__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn050_to_synthetic_full19_20260717_142551.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn050/seed42
xlm_roberta_large,XLM-R large,mix_syn100,1.0,combined,common18,0.988,0.9458,0.9665,7438,90,426,eval__xlm_roberta_large__mix_syn100__combined__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn100__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn100_to_combined_common18_20260717_153537.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn100/seed42
xlm_roberta_large,XLM-R large,mix_syn100,1.0,combined,full19,0.9881,0.9459,0.9665,7447,90,426,eval__xlm_roberta_large__mix_syn100__combined__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn100__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn100_to_combined_full19_20260717_153452.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn100/seed42
xlm_roberta_large,XLM-R large,mix_syn100,1.0,kdpii,common18,0.9636,0.9551,0.9593,1298,49,61,eval__xlm_roberta_large__mix_syn100__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn100__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn100_to_kdpii_common18_20260717_153610.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn100/seed42
xlm_roberta_large,XLM-R large,mix_syn100,1.0,kdpii,full19,0.9639,0.9554,0.9596,1307,49,61,eval__xlm_roberta_large__mix_syn100__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn100__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn100_to_kdpii_full19_20260717_153554.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn100/seed42
xlm_roberta_large,XLM-R large,mix_syn100,1.0,synthetic,common18,0.9934,0.9439,0.968,6140,41,365,eval__xlm_roberta_large__mix_syn100__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn100__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn100_to_synthetic_common18_20260717_153407.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn100/seed42
xlm_roberta_large,XLM-R large,mix_syn100,1.0,synthetic,full19,0.9934,0.9439,0.968,6140,41,365,eval__xlm_roberta_large__mix_syn100__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn100__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn100_to_synthetic_full19_20260717_153329.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn100/seed42
xlm_roberta_large,XLM-R large,mix_syn_all,all,combined,common18,0.9889,0.9392,0.9634,7386,83,478,eval__xlm_roberta_large__mix_syn_all__combined__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn_all__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn_all_to_combined_common18_20260717_162943.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn_all/seed42
xlm_roberta_large,XLM-R large,mix_syn_all,all,combined,full19,0.9889,0.9393,0.9635,7395,83,478,eval__xlm_roberta_large__mix_syn_all__combined__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn_all__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn_all_to_combined_full19_20260717_162858.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn_all/seed42
xlm_roberta_large,XLM-R large,mix_syn_all,all,kdpii,common18,0.9651,0.936,0.9503,1272,46,87,eval__xlm_roberta_large__mix_syn_all__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn_all__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn_all_to_kdpii_common18_20260717_163015.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn_all/seed42
xlm_roberta_large,XLM-R large,mix_syn_all,all,kdpii,full19,0.9653,0.9364,0.9506,1281,46,87,eval__xlm_roberta_large__mix_syn_all__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn_all__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn_all_to_kdpii_full19_20260717_162959.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn_all/seed42
xlm_roberta_large,XLM-R large,mix_syn_all,all,synthetic,common18,0.994,0.9399,0.9662,6114,37,391,eval__xlm_roberta_large__mix_syn_all__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn_all__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn_all_to_synthetic_common18_20260717_162812.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn_all/seed42
xlm_roberta_large,XLM-R large,mix_syn_all,all,synthetic,full19,0.994,0.9399,0.9662,6114,37,391,eval__xlm_roberta_large__mix_syn_all__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn_all__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn_all_to_synthetic_full19_20260717_162735.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn_all/seed42
xlm_roberta_large,XLM-R large,synthetic_only,only,combined,common18,0.9492,0.8882,0.9177,6985,374,879,eval__xlm_roberta_large__synthetic_only__combined__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__synthetic_only__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_synthetic_only_to_combined_common18_20260717_123053.md,/data/team/hwan/real/models/xlm_roberta_large/synthetic_only/seed42
xlm_roberta_large,XLM-R large,synthetic_only,only,combined,full19,0.9492,0.8884,0.9178,6994,374,879,eval__xlm_roberta_large__synthetic_only__combined__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__synthetic_only__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_synthetic_only_to_combined_full19_20260717_123007.md,/data/team/hwan/real/models/xlm_roberta_large/synthetic_only/seed42
xlm_roberta_large,XLM-R large,synthetic_only,only,kdpii,common18,0.7104,0.621,0.6627,844,344,515,eval__xlm_roberta_large__synthetic_only__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__synthetic_only__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_synthetic_only_to_kdpii_common18_20260717_123125.md,/data/team/hwan/real/models/xlm_roberta_large/synthetic_only/seed42
xlm_roberta_large,XLM-R large,synthetic_only,only,kdpii,full19,0.7126,0.6235,0.6651,853,344,515,eval__xlm_roberta_large__synthetic_only__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__synthetic_only__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_synthetic_only_to_kdpii_full19_20260717_123109.md,/data/team/hwan/real/models/xlm_roberta_large/synthetic_only/seed42
xlm_roberta_large,XLM-R large,synthetic_only,only,synthetic,common18,0.9951,0.944,0.9689,6141,30,364,eval__xlm_roberta_large__synthetic_only__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__synthetic_only__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_synthetic_only_to_synthetic_common18_20260717_122922.md,/data/team/hwan/real/models/xlm_roberta_large/synthetic_only/seed42
xlm_roberta_large,XLM-R large,synthetic_only,only,synthetic,full19,0.9951,0.944,0.9689,6141,30,364,eval__xlm_roberta_large__synthetic_only__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__synthetic_only__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_synthetic_only_to_synthetic_full19_20260717_122844.md,/data/team/hwan/real/models/xlm_roberta_large/synthetic_only/seed42
